comment,chat_luong,dong_goi,van_chuyen,gia_ca
"giao hàng nhanh đúng sản phẩm. shop đóng gói cẩn thận",positive,positive,positive,neutral
"chất lượng sản phẩm tốt đúng mô tả",positive,neutral,neutral,neutral
"khá chất lượng tiện đúng mô tả. giao hơi lâu do xa",positive,neutral,negative,neutral
"hàng gói khá kĩ chất lượng tốt đúng mô tả. giao hàng tạm nhanh",positive,positive,positive,neutral
"pin giá rẻ chất lượng phù hợp với giá tiền",positive,neutral,neutral,positive
"sạc được lâu. giao hàng khá nhanh",positive,neutral,positive,neutral
"sản phẩm tốt. giao hàng nhanh shop tư vấn nhiệt tình",positive,neutral,positive,neutral
"chất lượng. giao nhanh shipper vui vẻ nhiệt tình",positive,neutral,positive,neutral
"sài tầm tháng thấy ổn sạc chưa tới 4 lần oppo có 5 cổng ra 3 cổng vào led và nguồn hoạt động bình thường pin nặng cầm chắc tay",neutral,neutral,neutral,neutral
"điện thoại cắm vào hơi có vấn đề chưa rõ do máy hay sạc cần theo dõi",neutral,neutral,neutral,neutral
"chất lượng sản phẩm tốt đúng mô tả bài viết sài mấy ngày bị mất",positive,neutral,neutral,neutral
"sạc ổn sạc đầy điện thoại khoảng 3 lần khá nhanh thời gian sạc đầy cục sạc dự phòng hơi lâu",neutral,neutral,neutral,neutral
"chất lượng tốt đúng mô tả không có sạc nhanh",neutral,neutral,neutral,neutral
"cục sạc xài ok sạc đầy được 3 lần",positive,neutral,neutral,neutral
"tốt đúng với mô tả",positive,neutral,neutral,neutral
"bình luận rác tin nhắn rủ freeplay tiếng anh không liên quan",neutral,neutral,neutral,neutral
"bình luận rác châm ngôn cuộc sống không liên quan",neutral,neutral,neutral,neutral
"dùng tháng đầu thấy cũng ok đúng mô tả thời gian sau chưa biết",neutral,neutral,neutral,neutral
"dung lượng pin rất đúng mô tả cầm lên khá nhẹ tay sạc rất ok",positive,neutral,neutral,neutral
"pin trâu nên sạc hơi lâu đầy cục pin sạc điện thoại tốt",positive,neutral,neutral,neutral
"sản phẩm ok giao đúng như hình chất lượng ok",positive,neutral,neutral,neutral
"shop giao đủ và đúng số lượng đã đặt",positive,neutral,neutral,neutral
"tưởng không to mà to không tưởng nặng như gạch",neutral,neutral,neutral,neutral
"sản phẩm giống mô tả shop tư vấn nhiệt tình",positive,neutral,neutral,neutral
"khá đẹp chất lượng ok đúng mô tả",positive,neutral,neutral,neutral
"bị lỗi dây cáp nhưng shop xử lý rất ok",neutral,neutral,neutral,neutral
"pin cầm nặng tay sạc được hẳn 3 lần hơn",positive,neutral,neutral,neutral
"dùng sản phẩm tốt sạc siêu nhanh",positive,neutral,neutral,neutral
"bình luận rác tin nhắn tổng đài viettel không liên quan",neutral,neutral,neutral,neutral
"mới dùng chưa biết thế nào nhìn thì ok đúng mô tả",neutral,neutral,neutral,neutral
"sản phẩm ok dùng ổn",positive,neutral,neutral,neutral
"chất lượng sản phẩm tốt giao hàng nhanh",positive,neutral,positive,neutral
"nhìn đẹp chắc tay",positive,neutral,neutral,neutral
"shop nhiệt tình trả lời tin nhắn mua sale rất tốt",positive,neutral,neutral,positive
"giá rẻ mà sản phẩm chất lượng",positive,neutral,neutral,positive
"dung lượng 30000mah vừa đẹp giá tốt",positive,neutral,neutral,positive
"hàng đẹp chất lượng rất đáng mua",positive,neutral,neutral,neutral
"sản phẩm đúng với mô tả",positive,neutral,neutral,neutral
"sản phẩm nhìn vừa mắt",positive,neutral,neutral,neutral
"đúng với mô tả ok",positive,neutral,neutral,neutral
"bình luận rác tin nhắn trúng thưởng vietlott không liên quan",neutral,neutral,neutral,neutral
"bình luận rác kể chuyện livestream không liên quan",neutral,neutral,neutral,neutral
"bình luận rác gõ chữ vô nghĩa không liên quan",neutral,neutral,neutral,neutral
"bình luận rác thông tin đào hố móng không liên quan",neutral,neutral,neutral,neutral
"bình luận rác gõ phím vô nghĩa không liên quan",neutral,neutral,neutral,neutral
"pin bị lỗi shop giải quyết nhanh chóng chuyên nghiệp sạc cho điện thoại nhanh",positive,neutral,neutral,neutral
"mua 2 lần rồi sản phẩm dùng rất tốt sạc nhanh giá rẻ bảo hành tốt",positive,neutral,neutral,positive
"trong 1 tháng sử dụng pin khá ổn sài bình thường sài dây nhanh xịn thì sạc siêu nhanh đúng mô tả chất lượng ok. shop giải thích chu đáo",positive,neutral,neutral,neutral
"gửi hàng kẹp 2 miếng bìa cường lực bể vỡ. nhắn tin không phản hồi",negative,negative,neutral,neutral
"săn sale đồ hỏng. đóng gói cẩn thận nhưng hàng đến tay vỡ",negative,positive,negative,positive
"săn sale cường lực vỡ nát. ship rất nhanh bọc nhiều lớp nhưng không dùng nổi",negative,positive,positive,positive
"mở ra miếng dán đã vỡ tan mặc dù bọc không ít xốp",negative,positive,neutral,neutral
"sản phẩm gói bọc rất kỹ khả năng shop gói hàng vỡ rồi gửi. làm ăn mất uy tín",negative,positive,neutral,neutral
"vỡ không dùng được xử lý không thỏa đáng lỗi từ trước vì gói kĩ bọc các kiểu",negative,positive,neutral,neutral
"cường lực bị mẻ không có khăn lau không băng dính tháo dán lại không vuốt nổi",negative,neutral,neutral,neutral
"đặt 7plus ship nhầm và bị vỡ hết. giao nhầm sản phẩm thiếu chuyên nghiệp giá rẻ",negative,neutral,neutral,positive
"đặt trắng giao đen. nhắn không trả lời bóc ra 1 chiếc bị vỡ vợt sale ship nhanh",negative,neutral,positive,positive
"chọn xsmax giao x bé tí không dùng được làm ăn không có tâm",negative,neutral,neutral,neutral
"vỏ bọc rất kĩ và dày mà kính cường lực bị vỡ. bị vỡ trước khi vận chuyển",negative,positive,neutral,neutral
"bọc kĩ càng có lớp bìa chồng nhưng mở ra cường lực đã vỡ nát từ trước",negative,positive,neutral,neutral
"nhận được hàng đã nứt đôi vì không có hộp đựng tuy bọc rất dày. giá 1k không đòi hỏi",negative,neutral,neutral,positive
"giao cường lực bị bể vỡ từ trước chứ không phải bên giao hàng làm ăn không có tâm",negative,neutral,neutral,neutral
"gói hàng siêu cẩn thận đơn săn sale giao cái cường lực vỡ giá 9k lằng nhằng",negative,positive,neutral,positive
"hàng kém chất lượng vừa mở ra đã bị vỡ nửa màn",negative,neutral,neutral,neutral
"bọc hàng kĩ mấy lớp mà vẫn vỡ cố tình giao hàng hỏng cho khách",negative,positive,neutral,neutral
"đóng gói sản phẩm hời hợt khi nhận được hàng bị vỡ",negative,negative,neutral,neutral
"gói hàng rất kỹ bọc nilon chống sốc mấy lớp. kính lỗi lỗ camera bị lệch che hết cam không chụp được",negative,positive,neutral,neutral
"sản phẩm vỡ nát bét mặc dù bên vận chuyển đóng gói cẩn thận nhắn tin hỏi cách giải quyết shop không trả lời",negative,positive,neutral,neutral
"kính cường lực đựng trong miếng carton trong bao chống sốc không đủ cứng bảo vệ bị vỡ. giá 1k",negative,negative,neutral,positive
"chất lượng sản phẩm kém bọc rõ to mà kính bị vỡ không có lau kính",negative,positive,neutral,positive
"mở ra đã vỡ cách bọc chống sốc kém giá mấy nghìn không so đo",negative,negative,neutral,positive
"mua 1k mở ra cường lực nứt hết",negative,neutral,neutral,positive
"bỏ tiền mua nhận hàng vỡ. kêu hoàn tiền không thấy trả lời lâu vòng vo",negative,neutral,neutral,neutral
"hàng dễ vỡ thất vọng hoàn toàn. yêu cầu hoàn tiền thì vặn vẹo đủ đường",negative,neutral,neutral,neutral
"chất lượng rất kém mua về vứt thùng rác đóng gói rất đẹp và chắc chắn",negative,positive,neutral,neutral
"giao màn hình cường lực bị vỡ đòi hoàn tiền thương lượng trả 1k nhắn tin chủ chặn luôn",negative,neutral,neutral,positive
"mua 2 cái cường lực 1 cái bị gãy ngang nhắn tin phản hồi rất lâu đòi video",negative,neutral,neutral,neutral
"mua 10 cái vỡ 7 cái đóng hàng không hộp chỉ quấn bọt khí ấn đã nhận không khiếu nại được",negative,negative,neutral,neutral
"gói ghém thấy cẩn thận mà bóc ra thấy cường lực nát bét",negative,positive,neutral,neutral
"ngoài đơn ghi đúng phân loại bóc ra máy khác màu khác không dùng được đơn 1k",negative,neutral,neutral,positive
"đóng gói siêu chắc chắn mở ra kính bị vỡ tan tành không quay video mở hàng",negative,positive,neutral,neutral
"đóng gói sơ sài không để hộp chỉ gói bằng lớp chống va đập ship đến nơi đã vỡ chất lượng kém chóng vỡ",negative,negative,negative,neutral
"đóng gói rất cẩn thận mở ra kính vỡ không có miếng lau kính thất vọng",negative,positive,neutral,neutral
"sản phẩm bọc rất cẩn thận nhận hàng nhanh không có giấy lau kính chán luôn",neutral,positive,positive,neutral
"kính bị vỡ shop gói 2 lớp chống sốc gửi thứ đồ rác giá 1k",negative,positive,neutral,positive
"hàng bị vỡ nhắn tin từ hôm qua đến hôm nay không trả lời giao hàng muộn đợi hơn 5 ngày nhận được mảnh vỡ",negative,neutral,negative,neutral
"quá tệ không có bông lau kính giao cùng hà nội gần chục ngày mới nhận",negative,neutral,negative,neutral
"đặt 6s giao loại nhỏ tí không vừa không dùng được mua rẻ thành đắt",negative,neutral,neutral,positive
"đặt 5 cái gửi 2 cái vỡ nhắn tin hỏi trả lời đổ lỗi không nhận trách nhiệm không quay video thất vọng",negative,neutral,neutral,neutral
"chỉ bọc bằng 2 miếng bìa nhận hàng cường lực đã vỡ đôi",negative,negative,neutral,neutral
"bán cường lực không có miếng lau không hài lòng",negative,neutral,neutral,neutral
"đóng hàng chán kẹp vào miếng bìa gãy kém uy tín",negative,negative,neutral,neutral
"không dẻo như quảng cáo khó dán không có miếng lau bọc một đống màng chống va đập vẫn vỡ kính",negative,positive,neutral,neutral
"shop đóng gói chưa kĩ bên ship làm vỡ kính cường lực kính hơi mỏng",negative,negative,negative,neutral
"mua nhiều lần lần này lại bị nứt vỡ tiếp không biết do đơn vị vận chuyển hay shop đóng gói lỗi mua flash sale không quay video",negative,neutral,neutral,positive
"mua 4 cái giao 1 cái bảo gửi video xong bảo không rõ nên không giải quyết quỵt tiền",negative,neutral,neutral,neutral
"mô tả ghi dùng được đến ip14prm về không sạc được nhắn tin không trả lời sản phẩm lỗi không có chỗ chọn dòng máy",negative,neutral,neutral,neutral
"vỡ từ trước gói hàng có vẻ cẩn thận bóc cực mở ra thấy vết vỡ đánh giá 1 sao",negative,positive,neutral,neutral
"chọn 6/6s plus gửi 6 bị vỡ ở góc đóng gói cẩn thận nhưng không vừa ý",negative,positive,neutral,neutral
"hàng lởm giòn cường lực không có lớp keo bảo sao đóng gói kĩ",negative,positive,neutral,neutral
"chất lượng sản phẩm quá kém hàng bị vỡ từ trước vẫn giao khách giá rẻ cskh kém nhắn không lại",negative,neutral,neutral,positive
"mua giảm giá sale 9k bóc ra hàng bị nứt tè le lỗi của bán hoặc ship liên hệ đổi trả mất công bỏ luôn",negative,neutral,neutral,positive
"gói rất cẩn thận khui ra miếng dán bể tan người bán cẩn thận dặn quay video vận chuyển làm hư giao lâu",negative,positive,negative,neutral
"đặt hàng nhiều lần lần 2 bị thiếu đặt 3 giao 1 tổng 7 giao 6 chán không đặt nữa",negative,neutral,neutral,neutral
"hàng sale chất khá chán mua 2 tấm không có tấm lau màn hình 1 tấm bị bóc có bụi vân tay không dán được",negative,neutral,neutral,positive
"mua 8 plus gửi ip5 bọc rất kỹ nhưng lại bể gửi hàng hỏng hàng 1k ship 27k đắt",negative,positive,neutral,negative
"hàng đóng gói quá sơ sài cường lực kẹp vào giữa bìa carton mở ra vỡ vụn săn giá 1k không đổi trả",negative,negative,neutral,positive
"thiếu trách nhiệm giao cường lực bị bể không cho hoàn trả đóng gói bằng miếng carton mỏng vận chuyển bể",negative,negative,negative,neutral
"chất lượng rất tệ không kiểm tra trước khi giao chỗ bị đọng khí vênh lên không dán được thất vọng",negative,neutral,neutral,neutral
"hàng vỡ vẫn gói cho khách nhắn tin không trả lời không một câu xin lỗi",negative,neutral,neutral,neutral
"hàng dễ vỡ đóng gói sơ sài vỡ thiệt chat với shop mấy tiếng không phản hồi",negative,negative,neutral,neutral
"đóng gói sơ sài không có hộp cho miếng dán kính bỏ ra bị vỡ yêu cầu hoàn tiền",negative,negative,neutral,neutral
